id	cj6	cj5	cj5f	unicode
659	ANHUD	ANHUD	ANHUD	95D1
660	ANHUK	ANHUK	ANHUK	28D91
661	ANHVF	ANHVF	ANHVF	28D46
662	ANHVL	ANHVL	ANHVL	28D05
663	ANI	ANI	ANI	28CEE
664	ANIAV	ANIAV	ANIAV	95AC
665	ANIBI	ANIBI	ANIBI	
666	ANIBP	ANIBP	ANIBP	28D99
667	ANIHQ	ANIHQ	ANIHQ	28D0D
668	ANIHU	ANIHU	ANIHU	
669	ANII	ANII	ANII	28D4A
670	ANIJB	ANIJB	ANIJB	28D2A
671	ANBHF	ANBHF	ANBHF	49B1
671	ANIKF	ANIKF	ANIKF	49B1
672	ANIKU	ANIKU	ANIKU	
673	ANIL	ANIL	ANIL	
674	ANILR	ANILR	ANILR	28D88
675	ANIN	XANIN	ANIN	2319A
676	ANIN1	XXANI	ANIN	2055D
677	ANIOK	ANIOK	ANIOK	
678	ANIQ	ANIQ	ANIQ	66FB
679	ANIR	ANIR	ANIR	3AE5
680	ANHRK	ANHRK	ANHRK	95D9
680	ANIRK	ANIRK	ANIRK	95D9
681	ANIRM	ANIRM	ANIRM	95BE
682	ANIR1	XANIR	ANIR	
683	ANIT	ANIT	ANIT	959E
684	ANIWG	ANIWG	ANIWG	28DE0
685	ANIXF	ANIXF	ANIXF	28DD3
686	ANI1	XANI	ANI	
687	ANJB	ANJB	ANJB	
688	ANJBC	ANJBC	ANJBC	95D0
688	ANPBC	ANPBC	ANPBC	
689	ANJBL	ANJBJ	ANJBJ	28D74
690	ANJHP	ANJHP	ANJHP	28D25
691	ANJHU	ANJHU	ANJHU	28CFB
692	ANJIM	ANJIM	ANJIM	28DE1
693	ANJKI	ANJKI	ANJKI	28D35
694	ANJLU	ANJLU	ANJLU	
695	ANJMU	ANJMU	ANJMU	28D44
696	ANJMZ	ANJMC	ANJMC	
697	ANJP	ANJP	ANJP	28CF7
698	ANJPI	ANJPI	ANJPI	28DDB
699	ANJRR	ANJRR	ANJRR	49A1
700	ANJV	ANJV	ANJV	28D23
701	ANJWJ	ANJWJ	ANJWJ	95B3
702	ANK	ANK	ANK	28CD3
703	ANKB	ANKB	ANKB	28D1C
704	ANKE	ANKE	ANKE	28CE7
705	ANKF	ANKF	ANKF	3B20
706	ANKI	ANKI	ANKI	958E
707	ANKIT	ANKIT	ANKIT	28D75
708	ANKK	ANKK	ANKK	
709	ANKLU	ANKLU	ANKLU	
709	ANKLV	ANKLV	ANKLV	95B9
710	ANKLU	ANKLU	ANKLU	
710	ANKLV	ANKLV	ANKLV	95B9
711	ANKMR	ANKMR	ANKMR	28D64
712	ANKN	ANKN	ANKN	28CCA
713	ANKQA	ANKJA	ANKJA	28DB6
714	ANKR	ANKR	ANKR	28CFE
715	ANLGM	ANLGM	ANLGM	28DAC
716	ANLI	ANLMI	ANLMI	95A9
717	ANLII	ANLII	ANLII	28DF7
718	ANLL	ANLL	ANLL	28D53
719	ANLLS	ANLLS	ANLLS	28CED
720	ANLMC	ANLMC	ANLMC	95E0
721	ANLO	ANTK	ANTK	95A2
722	ANLP	ANLP	ANLP	28D56
723	ANLPC	ANLPC	ANLPC	28DE8
724	ANLSY	ANLMY	ANLMY	28D48
725	ANLUO	ANLMO	ANLMO	28D21
726	ANLWL	ANLWL	ANLWL	28D01
727	ANM	ANM	ANM	9582
728	ANMBC	ANMBC	ANMBC	28D9B
729	ANMBL	ANMBL	ANMBL	28D0E
730	ANMBV	ANMBV	ANMBV	
731	ANMCW	ANMCW	ANMCW	95AA
732	ANMDR	ANMMR	ANMMR	499C
733	ANMF	ANMF	ANMF	28CEB
734	ANMFB	ANMFB	ANMFB	49B5
735	ANMFJ	ANMFJ	ANMFJ	959B
736	ANMFM	ANMFM	ANMFM	28D08
737	ANMG	ANMG	ANMG	958F
738	ANMGE	ANMGE	ANMGE	
739	ANMGI	ANMGI	ANMGI	95A0
740	ANMGK	ANMGK	ANMGK	49AF
741	ANMHX	ANMHM	ANMHM	28DE6
742	ANMIG	ANMIG	ANMIG	28D17
743	ANMJ	ANMJ	ANMJ	9588
744	ANMJH	ANMJH	ANMJH	
745	ANMJJ	ANMJJ	ANMJJ	
746	ANMJK	ANMJK	ANMJK	95DE
746	ANNJK	ANNJK	ANNJK	95DE
747	ANMK	ANMK	ANMK	28CE8
748	ANMKH	ANMKH	ANMKH	
749	ANMKM	ANMKM	ANMKM	
750	ANMKO	ANMSO	ANMSO	49A0
751	ANMLH	ANMTH	ANMTH	
752	ANMM	ANMM	ANMM	28CCE
753	ANMMM	ANMMM	ANMMM	9586
754	ANMMU	ANMMU	ANMMU	498E
755	ANMN	ANMN	ANMN	9585
756	ANMNR	ANMNR	ANMNR	959C
757	ANMOB	ANMOB	ANMOB	28CF5
758	ANMR	ANMR	ANMR	4992
759	ANMRW	ANMRW	ANMRW	28D69
760	ANMSO	XANMS	ANMSO	28D2F
761	ANMT	ANMT	ANMT	958B
762	ANMTH	XANMT	ANMTH	28D38
763	ANMTI	ANMTI	ANMTI	95D8
764	ANMTJ	ANMTJ	ANMTJ	28D9C
765	ANMTZ	ANMTC	ANMTC	28DE9
766	ANMVH	ANMVH	ANMVH	9595
767	ANMWG	ANMWG	ANMWG	95C9
768	ANMWV	ANMWV	ANMWV	95C4
769	ANMXK	ANMMK	ANMMK	
770	ANMXM	ANMLM	ANMLM	95B8
771	ANMY	ANMY	ANMY	9587
772	ANMZB	ANMBB	ANMBB	28DD8
773	ANMZR	ANMBR	ANMBR	28DF0
774	ANMZW	ANMBW	ANMBW	28DCF
775	ANNAU	ANNAU	ANNAU	28D43
776	ANNBA	ANNRU	ANNRU	
777	ANND	ANND	ANND	28CD5
778	ANNDF	ANNDF	ANNDF	28D89
779	ANNEG	ANNKG	ANNKG	95AE
780	ANNEQ	ANNKQ	ANNKQ	28D6D
781	ANNF	ANNF	ANNF	28CF4
782	ANNG	ANNG	ANNG	28CDE
783	ANNHE	ANNHE	ANNHE	28CDB
784	ANNIB	ANNIB	ANNIB	28D2D
785	ANNIN	ANNIN	ANNIN	28D22
786	ANNIY	ANNIY	ANNIY	28CFF
787	ANMJK	ANMJK	ANMJK	95DE
787	ANNJK	ANNJK	ANNJK	95DE
788	ANNLR	ANNLR	ANNLR	28D4C
789	ANNLV	ANNLV	ANNLV	28D6C
790	ANNMU	ANNMU	ANNMU	28D13
791	ANNOK	ANNOK	ANNOK	95CB
792	ANNOT	ANNOT	ANNOT	28DBF
793	ANBSD	ANBSD	ANBSD	499B
793	ANNSD	ANNSD	ANNSD	499B
794	ANNWF	ANNWF	ANNWF	28DA2
795	ANNWU	ANNWU	ANNWU	49B0
796	ANHSX	ANHSX	ANHSX	
796	ANNX	ANNHX	ANNHX	95BB
797	ANNXU	ANNXU	ANNXU	28DFA
798	ANNYR	ANNCR	ANNCR	49B2
799	ANO	ANO	ANO	9583
800	ANOAM	ANOAM	ANOAM	28D40
801	ANOAR	ANOIR	ANOIR	28D86
802	ANOB	ANOB	ANOB	28CD9
803	ANOBN	ANOMN	ANOMN	28D66
804	ANOBV	ANOMV	ANOMV	
805	ANOG	ANOG	ANOG	95B5
806	ANOGF	ANOGF	ANOGF	28DB2
807	ANOHF	ANOHF	ANOHF	28D7A
808	ANOI	ANOI	ANOI	95A5
809	ANOJ	ANOJ	ANOJ	28CF0
810	ANOK	ANOK	ANOK	668C
811	ANOLL	ANOLL	ANOLL	498F
812	ANOMC	ANOMC	ANOMC	28D34
813	ANOMD	ANOMD	ANOMD	28D29
814	ANOMK	ANOMK	ANOMK	28D78
815	ANON	ANON	ANON	498D
816	ANONI	ANOMI	ANOMI	959D
816	ANOSL	ANOML	ANOML	
817	ANOOG	ANOOG	ANOOG	499F
818	ANOOO	ANOOO	ANOOO	95A6
819	ANOOS	ANOOS	ANOOS	28D30
820	ANOQ	ANOQ	ANOQ	28D1E
821	ANOR	ANOMR	ANOMR	95A4
822	ANORB	ANOMB	ANOMB	28DF2
823	ANORS	ANORM	ANORM	95DF
824	ANOS	ANOS	ANOS	28D03
825	ANONI	ANOMI	ANOMI	959D
825	ANOSL	ANOML	ANOML	
826	ANOTF	ANOTF	ANOTF	28DAD
827	ANOUK	ANOUK	ANOUK	28D8F
828	ANOY	ANOY	ANOY	28CE2
829	ANO1	XANO	ANO	6B25
830	ANO2	XXANO	ANO	9584
831	ANP	ANP	ANP	60B6
832	ANJBC	ANJBC	ANJBC	95D0
832	ANPBC	ANPBC	ANPBC	
833	ANPH	ANPH	ANPH	959F
834	ANPKO	ANPKO	ANPKO	28DDE
835	ANPTD	ANPTD	ANPTD	28D73
836	ANPU	ANPU	ANPU	28CD8
837	ANP1	XANP	ANP	28CCD
838	ANP2	XXANP	ANP	
839	ANQ	ANQ	ANQ	4990
840	ANQA	ANJKA	ANJKA	95CD
840	ANQIA	ANQIA	ANQIA	
841	ANQBD	ANQBD	ANQBD	28DE7
842	ANQHK	ANQHK	ANQHK	49AC
843	ANQA	ANJKA	ANJKA	95CD
843	ANQIA	ANQIA	ANQIA	
844	ANQKA	ANQKA	ANQKA	49AE
845	ANQMN	ANQMN	ANQMN	28D06
846	ANQND	ANJKD	ANJKD	28D39
847	ANQOU	ANQOU	ANQOU	95DA
848	ANQOY	ANQOY	ANQOY	
849	ANQP	ANJKP	ANJKP	28D1B
850	ANR	ANR	ANR	554F
851	ANRBC	ANRBC	ANRBC	28D8E
852	ANRHR	ANRHR	ANRHR	95AD
852	ANRR	ANRR	ANRR	95AD
853	ANRML	ANRML	ANRML	28DD6
854	ANRHR	ANRHR	ANRHR	95AD
854	ANRR	ANRR	ANRR	95AD
855	ANRRJ	ANRRJ	ANRRJ	95E1
856	ANRRR	ANRRR	ANRRR	95C6
857	ANRSN	ANRSN	ANRSN	28D3E
858	ANRUA	ANRPA	ANRPA	28D7D
859	ANRUC	ANRUC	ANRUC	28DB7
860	ANRUP	ANRVP	ANRVP	28CF6
861	ANRUT	ANRUT	ANRUT	28D98
862	ANRVC	ANRVC	ANRVC	
863	ANRWU	ANRWU	ANRWU	28D5C
864	ANSHR	ANSHR	ANSHR	
865	ANSHX	ANSHX	ANSHX	
866	ANSIL	ANSIL	ANSIL	
867	ANSJ	ANSJ	ANSJ	805E
868	ANSK	ANSK	ANSK	28CEC
869	ANSKR	ANSKR	ANSKR	
870	ANSMG	ANSMG	ANSMG	28D71
871	ANSQF	ANSQF	ANSQF	95D6
872	ANSRL	ANSRJ	ANSRJ	95E2
873	ANSS	ANSS	ANSS	28CFD
874	ANSSH	ANSMH	ANSMH	28DAA
875	ANSUU	ANSUU	ANSUU	28D61
876	ANTC	ANTC	ANTC	95A7
877	ANTCT	ANTCT	ANTCT	28D82
878	ANTCU	ANTCU	ANTCU	95C0
879	ANTGF	ANTGF	ANTGF	28D85
880	ANTGG	ANTHG	ANTHG	
881	ANTGT	ANTGT	ANTGT	28DA9
882	ANTIF	ANTIF	ANTIF	28DF3
883	ANTKR	ANTKR	ANTKR	28D6B
884	ANTLC	ANTLC	ANTLC	
885	ANTLK	ANTLK	ANTLK	49AB
886	ANTM	ANTM	ANTM	28CFC
887	ANTMC	ANTMC	ANTMC	28DB0
888	ANTMJ	ANTMJ	ANTMJ	28DB1
889	ANTOR	ANTOR	ANTOR	28D80
890	ANTQG	ANTQG	ANTQG	
891	ANTT	ANTT	ANTT	4995
892	ANTUB	ANTUB	ANTUB	
893	ANTUO	ANTUO	ANTUO	95D5
894	ANTWB	ANTWB	ANTWB	28DC8
895	ANTWT	ANTWT	ANTWT	95E6
896	ANU	ANU	ANU	958A
897	ANUMT	ANUMT	ANUMT	95D3
898	ANUS	ANUS	ANUS	23233
899	ANUU	ANUU	ANUU	28D14
900	ANV	ANV	ANV	28CD0
901	ANVF	ANVIF	ANVIF	95D7
902	ANVFF	ANVFF	ANVFF	28DFB
903	ANVT	ANVIT	ANVIT	95DC
904	ANVVL	ANVHL	ANVHL	49B3
905	ANW	ANW	ANW	28CF8
906	ANWA	ANWA	ANWA	232FC
907	ANWD	ANWD	ANWD	95AB
908	ANWF	ANWF	ANWF	
909	ANWFF	ANWGF	ANWGF	28DAF
910	ANWG	ANWG	ANWG	28D3B
911	ANWL	ANWL	ANWL	9598
912	ANWLL	ANWLJ	ANWLJ	49B4
913	ANWLO	ANWLO	ANWLO	
914	ANWLV	ANWLV	ANWLV	95E4
915	ANWL1	XANWL	ANWLL	
916	ANWOT	ANWOT	ANWOT	
917	ANWR	ANWR	ANWR	
918	ANX	ANHX	ANHX	95B0
919	ANXCQ	ANHCQ	ANHCQ	28DEF
920	ANXGE	ANHGE	ANHGE	
921	ANXHU	ANHXU	ANHXU	49A7
922	ANXME	ANHME	ANHME	28DD5
923	ANXT	ANHXT	ANHXT	28D79
924	ANX1	XANHX	ANHX	20563
925	ANYCO	ANYCO	ANYCO	
926	ANYDI	ANYDI	ANYDI	28D9D
927	ANYDL	ANYDL	ANYDL	
928	ANYFD	ANYFD	ANYFD	28D8C
929	ANYG	ANYG	ANYG	28CF3
930	ANYGQ	ANYGQ	ANYGQ	95E5
931	ANYGV	ANYGV	ANYGV	95E7
932	ANYHN	ANYHN	ANYHN	958C
933	ANYHQ	ANYHQ	ANYHQ	
934	ANYHS	ANYHS	ANYHS	958D
935	ANYIU	ANYIU	ANYIU	
936	ANYIV	ANYIV	ANYIV	
937	ANYI1	XANYI	ANYIU	
938	ANYJ	ANYJ	ANYJ	9597
939	ANYK	ANYK	ANYK	9594
940	ANYL	ANYTJ	ANYTJ	28D32
941	ANYLB	ANYLB	ANYLB	9599
942	ANYLR	ANYLR	ANYLR	
943	ANYMR	ANYMR	ANYMR	8ABE
944	ANYPN	ANYPN	ANYPN	
945	ANYPU	ANYPU	ANYPU	28D58
946	ANYR	ANYR	ANYR	4993
947	ANYRP	ANYRP	ANYRP	28D83
948	ANYR1	ANCR	ANCR	66D5
949	ANYSY	ANYSY	ANYSY	95BC
950	ANYT	ANYT	ANYT	959A
951	ANYTA	ANYTA	ANYTA	95C7
952	ANYTG	ANYTG	ANYTG	28DBB
953	ANYTJ	XANYT	ANYTJ	28DA4
954	ANYTO	ANYTO	ANYTO	28DC3
955	ANYTR	ANYTR	ANYTR	49A3
956	ANYV	ANYV	ANYV	28CD1
957	ANYVI	ANYVI	ANYVI	28D0B
958	ANYVO	ANYVO	ANYVO	95A1
959	ANYY	ANYY	ANYY	28CF2
960	ANZ	ANIN	ANIN	
961	AN1	XAN	AN	200DB
962	AOAH	AOAH	AOAH	
963	AOBG	AOBG	AOBG	23252
964	AOBN	AOMN	AOMN	23225
965	AOBN1	XAOMN	AOMN	20566
966	AOBT	AOMB	AOMB	3AFB
967	AOBUU	AOBUU	AOBUU	27868
968	AOBV	AOMV	AOMV	
969	AOBV1	XAOMV	AOMV	
970	AODMQ	AODMQ	AODMQ	97D9
971	AOFH	AOFH	AOFH	5C1F
972	AOG	AOG	AOG	3AFF
973	AOGDI	AOGDI	AOGDI	23292
974	AOHH	AOHH	AOHH	6623
975	AOHJR	AOHJR	AOHJR	
976	AOHKN	XAOHO	AOHOK	
977	AOHKU	AOHOK	AOHOK	
978	AOJ	AOJ	AOJ	65FF
979	AOJE	AOJE	AOJE	22ED6
980	AOJK	AOJK	AOJK	23221
981	AOK	AOK	AOK	
982	AOK1	XAOK	AOK	
983	AOLMC	AOLMC	AOLMC	27E2F
984	AOMBO	AOMBO	AOMBO	9898
985	AOMJ	AOMJ	AOMJ	2219D
986	AOMJR	AOMJR	AOMJR	269EA
987	AOMUN	AOMVN	AOMVN	3F35
988	AON	AOIN	AOIN	6611
989	AONBG	AONBG	AONBG	27918
990	AOND	AOND	AOND	66A3
991	AONI	AOII	AOII	6624
991	AOSL	AOML	AOML	
992	AONR	AOIR	AOIR	6657
993	AON1	AON	AON	3AD3
994	AOOG	AOOG	AOOG	
995	AOOS	AOOS	AOOS	232CC
996	AOOS1	XAOOS	AOOS	232D3
997	AOP	AOP	AOP	5319
998	AOPJ	AOPJ	AOPJ	6654
999	AOQS	AOQS	AOQS	97EA
1000	AORS	AORM	AORM	3B1B
1001	AORT	AORT	AORT	23242
1002	AORU	AORU	AORU	22048
1003	AOS	AOS	AOS	6628
1004	AOSBB	AOSMB	AOSMB	22168
1005	AOSK	AONK	AONK	3B0B
1006	AONI	AOII	AOII	6624
1006	AOSL	AOML	AOML	
1007	AOSS	AOSMM	AOSMM	26461
1008	AOTF	AOTF	AOTF	232B2
1009	AOWA	AOMA	AOMA	232D8
1010	AOWG	AOWG	AOWG	28931
1011	AOWJ	AOWJ	AOWJ	6666
1012	AOWY	AOWY	AOWY	6666
1013	AOYK	AOYK	AOYK	
1014	AP	AP	AP	3AD0
1015	APA	APA	APA	3AEC
1016	APBAA	APRXU	APRXU	
1017	APHH	APHH	APHH	6613
1018	APHHZ	XAPHA	APHAF	9D8D
1019	APHH1	XAPHH	APHH	6612
1020	APHLN	AHLN	AHLN	5254
1021	APHOK	XAHOK	AHOK	
1022	APHP	AHP	AHP	60D6
1023	APHP1	APHP	APHP	231E4
1024	APHYE	AHYE	AHYE	6561
1025	APHYM	APPYM	APPYM	9E4D
1026	API	API	API	65F3
1026	APM	APM	APM	
1027	APIM	APIM	APIM	6600
1027	APMM	APMM	APMM	23236
1028	APKP	APKP	APKP	
1029	API	API	API	65F3
1029	APM	APM	APM	
1030	APIM	APIM	APIM	6600
1030	APMM	APMM	APMM	23236
1031	APMM1	XAPMM	APMM	6685
1032	APMM2	XXAPM	APMM	
1033	APMZ	APMBC	APMBC	2949D
1034	APOV	APVO	APVO	66F7
1035	APP	APP	APP	6606
1036	APPHZ	APHAF	APHAF	9D7E
1037	APPOG	APOG	APOG	28FEA
1038	APP1	XAPP	APP	2316A
1039	APR	APR	APR	662B
1040	APTD	APTD	APTD	2323D
1041	APU	APU	APU	65FD
1042	APUU	APUU	APUU	23275
1043	APVHZ	AVHAF	AVHAF	9DA1
1044	APVKS	AVKS	AVKS	3520
1045	APVLN	AVLN	AVLN	34ED
1046	APVMZ	AVMBC	AVMBC	4AD8
1047	APVNO	AVNO	AVNO	6B47
1048	AP1	XAP	AP	225ED
1049	AQA	AJKA	AJKA	6691
1049	AQIA	XXAJK	AJKA	6691
1050	AQA1	XAJKA	AJKA	668F
1050	AQIA1	XXXAJ	AJKA	668F
1051	AQHL	AQHL	AQHL	6663
1052	AQA	AJKA	AJKA	6691
1052	AQIA	XXAJK	AJKA	6691
1053	AQA1	XAJKA	AJKA	668F
1053	AQIA1	XXXAJ	AJKA	668F
1054	AQJP	AQJP	AQJP	3B29
1055	AQJS	AQJM	AQJM	66B3
1056	AQKA	AQKA	AQKA	6699
1057	AQKK	AQKK	AQKK	23245
1058	AQKQ	AQKQ	AQKQ	23216
1059	AQMB	AQMB	AQMB	6674
1060	AQMC	AQMC	AQMC	
1061	AQMJ	AQMJ	AQMJ	
1062	AQND	AJKD	AJKD	3AF4
1063	AQO	AQO	AQO	3AD9
1064	AQP	AQP	AQP	
1065	AQPA	AJPA	AJPA	2325F
1066	AQSK	AQSK	AQSK	
1067	ARBUU	ARBUU	ARBUU	27888
1068	ARD	ARD	ARD	
1069	ARF	ARF	ARF	7167
1070	ARF1	XARF	ARF	7166
1071	ARF2	XXARF	ARF	242DC
1072	ARHG	ARHG	ARHG	231D2
1073	ARHU	ARHU	ARHU	3ADB
1074	ARLU	ARLU	ARLU	23223
1075	ARMD	ARMD	ARMD	5194
1076	ARME	AVNE	AVNE	3AFD
1076	ASE	ANME	ANME	3AFD
1077	ARMG	ARMG	ARMG	
1078	ARMO	XARMO	ARMO	2322C
1079	ARR	ARLR	ARLR	
1080	ARRD	ARRD	ARRD	232DD
1081	ARRJ	ARRJ	ARRJ	66BA
1082	ARRK	ARRK	ARRK	66EE
1083	ARRM	ARRM	ARRM	
1084	ARSE	ARSE	ARSE	6687
1085	ARU	ARU	ARU	
1086	ARUA	ARPA	ARPA	3B06
1087	ARUP	ARVP	ARVP	
1088	ASAV	ASAV	ASAV	2323F
1089	ASBB	ASMB	ASMB	3AF6
1090	ASBE	ASBE	ASBE	231B2
1091	ASCE	ASCE	ASCE	232D9
1092	ARME	AVNE	AVNE	3AFD
1092	ASE	ANME	ANME	3AFD
1093	ASEI	ASEI	ASEI	66EF
1094	ASEV	ASEV	ASEV	
1095	ASF	ASF	ASF	715A
1096	ASF1	ASMF	ASMF	
1097	ASF2	XASF	ASF	
1098	ASH	ASH	ASH	65EB
1099	ASHH	ASHH	ASHH	
1100	ASHI	ASHI	ASHI	23149
1101	ASHQU	AMHQU	AMHQU	6BFE
1102	ASHR	ASHR	ASHR	662D
1103	ASHU	ASHU	ASHU	
1104	ASHU1	XASHU	ASHU	
1105	ASIL	ASIL	ASIL	
1106	ASJE	ASJE	ASJE	6700
1107	ASJJ	ASJJ	ASJJ	2330D
1108	AMUS	AMUS	AMUS	6702
1108	ASJS	ASJS	ASJS	6702
1109	ASKR	ASKR	ASKR	231C9
1110	ASMUN	AMMVN	AMMVN	24B7C
1111	ASP	ASP	ASP	6635
1112	ASP1	XASP	ASP	
1113	ASRR	ASRR	ASRR	2327E
1114	ASS	ASS	ASS	661B
1115	ASSA	ASMA	ASMA	
1116	ASSG	ASMG	ASMG	66DC
1117	ASSH	ASMH	ASMH	3B14
1118	ASSHZ	XAMHA	AMHAF	2A11A
1119	ASSLN	XAMLN	AMLN	20788
1120	ASSNO	AMNO	AMNO	
1121	ASTR	ASTR	ASTR	66B1
1122	ASU	ASU	ASU	23157
1123	ASUP	ASUP	ASUP	231E1
1124	AT	AT	AT	3AD2
1125	ATA	ATA	ATA	2320F
1126	ATAK	ATAK	ATAK	66AF
1127	ATAP	ATAP	ATAP	
1128	ATBC	ATBC	ATBC	666A
1129	ATBO	ATBO	ATBO	66DA
1130	ATC	ATC	ATC	664E
1131	ATCE	ATCE	ATCE	66B4
1132	ATCR	ATCR	ATCR	8B08
1133	ATEHZ	AEHAF	AEHAF	2A1F0
1134	ATEOG	AEOG	AEOG	29060
1135	ATEOK	AEOK	AEOK	23020
1136	ATEYE	AEYE	AEYE	2301B
1137	ATGH	ATGH	ATGH	
1138	ATGI	ATGI	ATGI	3B22
1139	ATGK	ATGK	ATGK	23238
1140	ATGM	ATHM	ATHM	
1140	ATQM	ATQM	ATQM	669B
1141	ATGS	ATGS	ATGS	66E6
1142	ATGT	ATGT	ATGT	232DE
1143	ATGT1	XATGT	ATGT	2327C
1144	ATHF	ATHF	ATHF	23315
1145	ATHIO	ATHVO	ATHVO	
1146	ATIT	ATIT	ATIT	3B12
1147	ATLB	ATLB	ATLB	66AA
1148	ATLC	ATLC	ATLC	66C2
1148	ATMC	XATMC	ATMC	
1149	ATLF	ATLF	ATLF	66E3
1150	ATLJ	ATLJ	ATLJ	
1151	ATLK	ATLK	ATLK	668E
1152	ATLO	ATLO	ATLO	66B5
1153	ATLC	ATLC	ATLC	66C2
1153	ATMC	XATMC	ATMC	
1154	ATMJ	ATMJ	ATMJ	66C4
1155	ATMJ1	XATMJ	ATMJ	66C5
1156	ATNK	ATNK	ATNK	232D2
1157	ATOE	ATOE	ATOE	3B26
1158	ATOG	ATOG	ATOG	3B2E
1159	ATOG1	XATOG	ATOG	23316
1160	ATOG2	XXATO	ATOG	
1161	ATOI	ATOI	ATOI	2324F
1162	ATOL	ATOL	ATOL	
1163	ATOO	ATOO	ATOO	232F8
1164	ATPD	ATPD	ATPD	232D1
1165	ATGM	ATHM	ATHM	
1165	ATQM	ATQM	ATQM	669B
1166	ATRG	ATRG	ATRG	23313
1167	ATRK	ATRK	ATRK	66D4
1168	ATV	ATVI	ATVI	
1169	ATW	ATW	ATW	23234
1170	ATWA	ATWA	ATWA	2327F
1171	ATWV	ATWV	ATWV	232CF
1172	ATYS	ATYS	ATYS	231F7
1173	ATYU	ATYU	ATYU	23280
1174	ATZ	ATMC	ATMC	23212
1175	ATZ1	XXATM	ATMC	231F3
1176	AU	AU	AU	5DF4
1177	AUAM	AUAM	AUAM	66A8
1178	AUAV	AUAV	AUAV	3B1E
1179	AUB	AUB	AUB	4434
1180	AUBT	AUBT	AUBT	4008
1181	AUCE	AUCE	AUCE	
1182	AUD	AUD	AUD	3BA3
1182	HUD1	XHUD	HUD	69E9
1183	AUDHZ	XADHA	ADHAF	2A21A
1184	AUE	AUE	AUE	3ADE
1185	AUF	AUF	AUF	
1186	AUFD	AUFD	AUFD	
1187	AUFE	AUFE	AUFE	
1188	AUG	AUG	AUG	5848
1189	AUHQU	AUHQU	AUHQU	6BF7
1190	AUHYM	AUPYM	AUPYM	9E5B
1191	AUHZ	XXAUH	AUHAF	2A135
1192	AUIE	AUIE	AUIE	
1193	AULN	AULN	AULN	206CB
1194	AUMT	AUMT	AUMT	669F
1195	AUNWF	AUNWF	AUNWF	9C40
1196	AUON	AUON	AUON	231C2
1197	AUP	AUP	AUP	227EA
1198	AUP1	XAUP	AUP	
1199	AUQM	AUQM	AUQM	
1200	AURL	AURL	AURL	
1201	AURN	AURN	AURN	231AA
1202	AURP	AURP	AURP	5DFC
1203	AUU	XAUU	AUU	6622
1204	AUUD	AUUD	AUUD	3B25
1205	AUUF	AUUF	AUUF	3B27
1206	AUUJ	AUUJ	AUUJ	66D3
1207	AUUR	AUUR	AUUR	27B09
1208	AUUZ	AUUM	AUUM	
1209	AUU1	AUU	AUU	5C8A
1210	AUU2	XXAUU	AUU	2317D
1211	AUYE	XAUYE	AUYE	22EF7
1212	AUYMR	AUYMR	AUYMR	27ADC
1213	AUYT	AUYT	AUYT	41D2
1214	AU1	XAU	AU	65F5
1215	AU2	XXAU	AU	
1216	AV	AV	AV	826E
1217	AVAM	AVAM	AVAM	
1218	AVF	AVIF	AVIF	3B0E
1219	AVFD	AVFD	AVFD	26012
1220	AVFF	AVFF	AVFF	232A1
1221	AVFLN	XAFLN	AFLN	20801
1222	AVFMZ	AFMBC	AFMBC	986F
1223	AVFNO	AFNO	AFNO	6B5E
1224	AVFS	AVFS	AVFS	
1225	AVG	AVG	AVG	57A6
1226	AVHML	AVHML	AVHML	230B0
1227	AVHQU	AVHQU	AVHQU	6BFC
1228	AVHYM	AVPYM	AVPYM	9E56
1229	AVHZ	XXXAV	AVHAF	4CDB
1230	AVID	AVID	AVID	232F5
1231	AVII	AVII	AVII	23289
1232	AVIK	AVIK	AVIK	
1233	AVIS	AVIS	AVIS	2317A
1234	AVK	AVK	AVK	23154
1235	AVLN	XAVLN	AVLN	206F5
1236	AVMK	AVMK	AVMK	2321A
1237	AIMZ	AIMBC	AIMBC	4AC0
1237	AVMZ	XAVMB	AVMBC	
1238	AVP	AVP	AVP	6073
1239	AVP1	XAVP	AVP	
1240	AVVL	AVHL	AVHL	66CF
1241	AVVMZ	XXAVM	AVMBC	294B3
1242	AVVV	AVVV	AVVV	232F2
1243	AV1	XAV	AV	599F
1244	AV2	XXAV	AV	23153
1245	AWB	AWB	AWB	2324C
1246	AWD	AWD	AWD	231EB
1247	AWEKS	AEKS	AEKS	2089D
1248	AWENL	AENL	AENL	9124
1249	AWEOK	XAEOK	AEOK	22FDC
1250	AWEYE	XAEYE	AEYE	22FD5
1251	AWIB	AWLB	AWLB	3B02
1252	AWLA	AWLA	AWLA	66D9
1253	AWLE	AWLE	AWLE	66FC
1254	AWLG	AWLG	AWLG	66EA
1255	AWLI	AWLI	AWLI	23273
1256	AWLI1	XAWLI	AWLI	
1257	AWLL	AWLJ	AWLJ	66CE
1258	AWLS	AWLS	AWLS	3B05
1259	AWLY	AWLY	AWLY	232D6
1260	AWMV	AWMV	AWMV	2324D
1261	AWOT	AWOT	AWOT	
1262	AX	AVML	AVML	231D3
1263	AXBUU	AMBUU	AMBUU	27870
1264	AXHU	AHXU	AHXU	6672
1265	AXLS	AHXS	AHXS	23243
1266	AXMZ	XAMMB	AMMBC	
